20
8	6	11	2111
8	7	6	1288
8	8	0	0
8	9	29	2328
8	10	1	1649
8	11	1	1502
8	12	2	2346
8	13	20	1840
8	14	86	2599
8	15	0	2510
8	16	27	2203
8	17	4	2228
8	18	4	2070
8	19	22	2140
8	20	6	1905
9	1	453	280
9	2	1262	288
9	3	1215	1670
9	4	5	121
9	5	6469	576
9	6	448	498
9	7	230	1340
9	8	29	2328
9	9	0	0
9	10	161	1014
9	11	91	1173
9	12	37	212
9	13	1574	682
9	14	12999	370
9	15	10	232
9	16	2405	281
9	17	726	472
9	18	1274	272
9	19	1041	360
9	20	309	551
10	1	5	899
10	2	22	1275
10	3	54	950
10	4	7	1124
10	5	1223	449
10	6	70	573
10	7	198	391
10	8	1	1649
10	9	161	1014
10	10	0	0
10	11	161	176
10	12	1	1164
10	13	199	332
10	14	99	1381
10	15	0	1260
10	16	37	1096
10	17	43	674
10	18	21	767
10	19	96	676
10	20	85	465
11	1	2	1035
11	2	11	1425
11	3	64	813
11	4	2	1279
11	5	279	619
11	6	16	748
11	7	324	222
11	8	1	1502
11	9	91	1173
11	10	161	176
11	11	0	0
11	12	2	1312
11	13	108	495
11	14	100	1537
11	15	2	1402
11	16	29	1232
11	17	28	850
11	18	13	917
11	19	27	844
11	20	18	622
12	1	4	297
12	2	4	117
12	3	22	1719
12	4	0	120
12	5	131	749
12	6	11	692
12	7	36	1458
12	8	2	2346
12	9	37	212
12	10	1	1164
12	11	2	1312
12	12	0	0
12	13	14	837
12	14	1007	255
12	15	1	164
12	16	244	150
12	17	14	679
12	18	11	397
12	19	45	551
12	20	9	702
13	1	70	585
13	2	127	946
13	3	88	1138
13	4	70	792
13	5	8364	134
13	6	317	277
13	7	102	681
13	8	20	1840
13	9	1574	682
13	10	199	332
13	11	108	495
13	12	14	837
13	13	0	0
13	14	1163	1050
13	15	1	913
13	16	357	779
13	17	473	391
13	18	99	440
13	19	863	351
13	20	149	135
14	1	338	549
14	2	5592	145
14	3	1187	1973
14	4	2548	258
14	5	7629	946
14	6	748	861
14	7	452	1695
14	8	86	2599
14	9	12999	370
14	10	99	1381
14	11	100	1537
14	12	1007	255
14	13	1163	1050
14	14	0	0
14	15	2067	137
14	16	10057	396
14	17	1363	616
14	18	606	622
14	19	2935	727
14	20	412	917
15	1	1	435
15	2	245	115
15	3	1	1860
15	4	0	180
15	5	9	809
15	6	1	725
15	7	6	1564
15	8	0	2510
15	9	10	232
15	10	0	1260
15	11	2	1402
15	12	1	164
15	13	1	913
15	14	2067	137
15	15	0	0
15	16	200	314
15	17	17	686
15	18	11	490
15	19	12	590
15	20	5	781
16	1	32	197
16	2	7129	251
16	3	157	1587
16	4	213	232
16	5	1756	712
16	6	156	683
16	7	62	1362
16	8	27	2203
16	9	2405	281
16	10	37	1096
16	11	29	1232
16	12	244	150
16	13	357	779
16	14	10057	396
16	15	200	314
16	16	0	0
16	17	355	696
16	18	247	349
16	19	549	546
16	20	116	646
17	1	120	558
17	2	431	759
17	3	44	1528
17	4	60	592
17	5	4378	259
17	6	151	116
17	7	35	1055
17	8	4	2228
17	9	726	472
17	10	43	674
17	11	28	850
17	12	14	679
17	13	473	391
17	14	1363	616
17	15	17	686
17	16	355	696
17	17	0	0
17	18	94	387
17	19	1176	168
17	20	215	331
18	1	24	176
18	2	93	509
18	3	21	1403
18	4	77	364
18	5	1341	363
18	6	42	346
18	7	21	1074
18	8	4	2070
18	9	1274	272
18	10	21	767
18	11	13	917
18	12	11	397
18	13	99	440
18	14	606	622
18	15	11	490
18	16	247	349
18	17	94	387
18	18	0	0
18	19	238	221
18	20	44	305
19	1	643	394
19	2	287	645
19	3	53	1449
19	4	78	480
19	5	8888	227
19	6	334	141
19	7	62	1032
19	8	22	2140
19	9	1041	360
19	10	96	676
19	11	27	844
19	12	45	551
19	13	863	351
19	14	2935	727
19	15	12	590
19	16	549	546
19	17	1176	168
19	18	238	221
19	19	0	0
19	20	1324	242
20	1	53	454
20	2	60	811
20	3	17	1211
20	4	43	659
20	5	1811	106
20	6	184	218
20	7	27	798
20	8	6	1905
20	9	309	551
20	10	85	465
20	11	18	622
20	12	9	702
20	13	149	135
20	14	412	917
20	15	5	781
20	16	116	646
20	17	215	331
20	18	44	305
20	19	1324	242
20	20	0	0
